bhk,type,locality,area,price,price_unit,region,status,age
2,Apartment,Lodha Codename Premier,918,53.16,L,Dombivali,Ready to move,New
2,Apartment,Hiranandani Valentina,800,1.4,Cr,Thane West,Ready to move,Resale
3,Apartment,Vijay Orovia Phase 1,900,1.7,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Rodas Enclave Phillipa,1400,4,Cr,Thane West,Ready to move,Resale
2,Apartment,JVM Olive 1,600,85,L,Thane West,Ready to move,Resale
2,Apartment,RNA NG N G Hill Crest,1026,84,L,Mira Road East,Ready to move,Resale
1,Studio Apartment,Ramji Hari Minat Naagraj Classic,405,23.8,L,Ulwe,Ready to move,New
1,Apartment,Sai Heights,550,26.4,L,Mulund West,Ready to move,New
1,Apartment,Reputed Builder Gandhi Nagar,575,42,L,Kurla,Ready to move,Resale
2,Apartment,Cidco Creek View CHS,800,1.4,Cr,Vashi,Ready to move,Resale
1,Apartment,Mahaavir Heights,700,57,L,Kalamboli,Ready to move,Resale
2,Apartment,Om Neelkanth,1100,80,L,Karanjade,Under Construction,New
1,Apartment,AP Bianca,690,51,L,Kalamboli,Ready to move,Resale
2,Apartment,Lodha Casa Bella Gold,918,62,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Bella,747,43.5,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Rio,650,36,L,Dombivali,Ready to move,Resale
9,Apartment,Tridhaatu Tridhaatu Aranya,5500,23.13,Cr,Deonar,Ready to move,New
2,Apartment,Runwal Gardens,991,62.34,L,Dombivali,Ready to move,New
2,Apartment,Runwal Gardens,1040,60.29,L,Dombivali,Ready to move,New
2,Apartment,Runwal Gardens,858,54.56,L,Dombivali,Ready to move,New
1,Apartment,Runwal Gardens,737,42.13,L,Dombivali,Ready to move,New
1,Apartment,Runwal Gardens,746,43.26,L,Dombivali,Ready to move,New
1,Apartment,Runwal Gardens Phase 3 Bldg No 29 30,598,39.45,L,Dombivali,Ready to move,New
2,Apartment,Runwal My City,890,53.78,L,Dombivali,Ready to move,New
2,Apartment,Runwal My City,1081,59.41,L,Dombivali,Ready to move,New
1,Apartment,Runwal My City,788,40.46,L,Dombivali,Ready to move,New
2,Apartment,Lodha Codename Premier,972,54,L,Dombivali,Ready to move,New
2,Apartment,Lodha Codename Premier,972,54,L,Dombivali,Ready to move,New
1,Apartment,Panvelkar Realty Vellozia,800,26,L,Badlapur East,Ready to move,Resale
2,Apartment,5P Sol Gem,1100,85,L,Kamothe,Ready to move,Resale
3,Apartment,K Riddhi Siddhi Regency,1355,1.3,Cr,Kamothe,Ready to move,Resale
3,Apartment,Om Tulsi Heights,1550,1.2,Cr,Kalamboli,Ready to move,Resale
1,Apartment,KT Sai View,680,70,L,Panvel,Ready to move,Resale
1,Apartment,Geomatrix Geomatrix Silver Crest,650,66,L,Kamothe,Ready to move,Resale
2,Apartment,Gami Bhakti,1150,85,L,Kamothe,Ready to move,Resale
1,Apartment,Reputed Anita Nagar CHS,400,58,L,Kandivali East,Ready to move,Resale
3,Apartment,Natu Ozone Valley,1060,1.25,Cr,Thane West,Ready to move,Resale
3,Apartment,Natu Ozone Valley,1200,1.39,Cr,Thane West,Ready to move,Resale
2,Apartment,RNA NG RNA N G Silver Spring,900,98,L,Mira Road East,Ready to move,Resale
1,Studio Apartment,Shree Krishna Plaza,475,32,L,Dombivali,Ready to move,New
1,Apartment,Kohinoor Eden,650,32,L,Kalyan East,Under Construction,New
2,Apartment,Kohinoor Eden,1000,50,L,Kalyan East,Under Construction,New
1,Apartment,Lodha Freshia,477,28,L,Dombivali,Ready to move,New
1,Apartment,Krishna Kunj,750,52,L,Badlapur East,Ready to move,New
1,Apartment,Vishnu Plaza,655,45,L,Ambivali,Ready to move,New
1,Apartment,Happy Home Sarvodaya Leela,670,45,L,Dombivali,Ready to move,New
1,Apartment,Man Opus,765,66.5,L,Mira Road East,Ready to move,New
1,Apartment,Bachraj Residency,690,30,L,Virar,Ready to move,Resale
2,Apartment,Sumit Greendale,1100,52,L,Virar,Ready to move,Resale
2,Apartment,Neelam Senroof,950,1.8,Cr,Nahur East,Under Construction,New
2,Apartment,Wadhwa Atmosphere O2,850,1.83,Cr,Mulund West,Under Construction,New
2,Apartment,Ashar Axis,678,1.22,Cr,Thane West,Ready to move,New
2,Apartment,Neelam Senroof,828,1.7,Cr,Nahur East,Under Construction,New
2,Apartment,Samrin Heritage,1000,1.54,Cr,Thane West,Under Construction,New
3,Apartment,Piramal Vaikunth Thane,950,1.9,Cr,Thane West,Under Construction,New
2,Apartment,Squarefeet Mahavir Square,950,1.28,Cr,Thane West,Under Construction,New
1,Apartment,Samrin Heritage,650,75.23,L,Thane West,Under Construction,New
2,Apartment,Metro Paramount,1122,63.58,L,Shil Phata,Under Construction,New
2,Apartment,Metro Paramount,1071,59.42,L,Shil Phata,Ready to move,New
2,Apartment,Runwal Gardens,1040,59.15,L,Dombivali,Under Construction,New
1,Apartment,Runwal Gardens,598,38.16,L,Dombivali,Under Construction,New
1,Apartment,Runwal My City,684,36.98,L,Dombivali,Ready to move,New
3,Apartment,Paradise Sai World Dreams Phase 1,1485,84.99,L,Dombivali,Ready to move,New
1,Apartment,Lodha Codename Premier,1180,68.1,L,Dombivali,Ready to move,New
2,Apartment,Metro Paramount,941,57.59,L,Shil Phata,Ready to move,New
1,Apartment,Lodha Palava Golden Tomorrow,601,35.69,L,Dombivali,Ready to move,New
1,Apartment,Lodha Panacea I,891,46.95,L,Dombivali,Ready to move,New
2,Apartment,Runwal My City,990,55.1,L,Dombivali,Ready to move,New
1,Apartment,Runwal My City,720,40.1,L,Dombivali,Ready to move,New
2,Apartment,Lodha Codename Premier,1180,66.85,L,Dombivali,Ready to move,New
2,Apartment,Paradise Sai World Dreams Phase 1,1315,75.5,L,Dombivali,Ready to move,New
1,Apartment,Venus Skky City Phase I,720,40.1,L,Dombivali,Ready to move,New
2,Apartment,Regency Regency Anantam,1400,80,L,Dombivali,Ready to move,New
1,Apartment,Lodha Codename Premier,862,43.65,L,Dombivali,Ready to move,New
2,Apartment,Lodha Codename Premier,972,51.5,L,Dombivali,Ready to move,New
2,Apartment,Lodha Codename Premier,1180,62.5,L,Dombivali,Ready to move,New
1,Apartment,Runwal My City,801,44.5,L,Dombivali,Ready to move,New
1,Apartment,Runwal Gardens,781,44.95,L,Dombivali,Ready to move,New
1,Apartment,Runwal Gardens,598,38.16,L,Dombivali,Under Construction,New
1,Apartment,Runwal My City,684,36.98,L,Dombivali,Ready to move,New
2,Apartment,Lodha Casa Rio,774,45,L,Dombivali,Ready to move,Resale
1,Apartment,Aashray Pearl,570,24,L,Ambernath East,Ready to move,New
1,Studio Apartment,Abm Om Manik,350,18,L,Dronagiri,Under Construction,New
1,Apartment,Welcome C G Park,585,22.25,L,Bhiwandi,Ready to move,New
2,Apartment,Welcome C G Park,700,26.62,L,Bhiwandi,Ready to move,New
1,Apartment,Welcome C G Park,615,23.29,L,Bhiwandi,Ready to move,New
2,Apartment,RNA NG NG Diamond Hill B Phase I,975,88.2,L,Bhayandar East,Ready to move,New
2,Apartment,Techno Vision Vivanta Marvel,1117,1.05,Cr,Mira Road East,Ready to move,New
1,Apartment,JP North Celeste,742,73.25,L,Mira Road East,Ready to move,New
2,Apartment,Shashwat Shree Shashwat Building No 19,1104,1.04,Cr,Mira Road East,Ready to move,New
1,Apartment,Raj Heritage,783,83,L,Mira Road East,Ready to move,New
1,Apartment,Raj Akshay,675,64.25,L,Mira Road East,Ready to move,New
2,Apartment,Arkade Art Phase 1,910,85,L,Mira Road East,Ready to move,New
1,Apartment,Shree Sai Shweta Heights,820,75.15,L,Mira Road East,Ready to move,New
1,Apartment,Sahakar Premier,720,60.2,L,Mira Road East,Ready to move,New
2,Apartment,RNA NG N G Hill Crest,1062,87.23,L,Mira Road East,Ready to move,New
1,Apartment,Raj Heritage,761,70.15,L,Mira Road East,Ready to move,New
1,Apartment,SKD Pinnacolo NX,769,75.2,L,Mira Road East,Ready to move,New
2,Apartment,A H A H Sapphire,939,84.33,L,Mira Road East,Ready to move,New
1,Apartment,Kalpataru Srishti Namaah,710,67.25,L,Mira Road East,Ready to move,New
2,Apartment,Kailash Pratik Regalia,1125,68.21,L,Ulwe,Ready to move,Resale
1,Apartment,Runwal My City,788,39.41,L,Dombivali,Under Construction,New
1,Apartment,Satra Centrio,840,1.3,Cr,Chembur,Under Construction,New
2,Apartment,Satra Centrio,990,1.55,Cr,Chembur,Under Construction,New
2,Apartment,Satra Centrio,1150,1.7,Cr,Chembur,Ready to move,Resale
2,Apartment,Satra Centrio,1190,1.85,Cr,Chembur,Under Construction,New
2,Apartment,Landscape Heritage,1040,45,L,Ambernath East,Ready to move,New
1,Apartment,Dipti Sky City,1120,45,L,Ambernath East,Ready to move,New
1,Studio Apartment,Reputed Builder Laxmi Park,340,29,L,Mira Road East,Ready to move,Resale
1,Apartment,Mangala Mayurs Nature Glory Phase 3,670,66.66,L,Thane West,Ready to move,Resale
2,Apartment,SKD Pinnacolo NX,1071,95.33,L,Mira Road East,Ready to move,New
2,Apartment,Space Residence II Building No 4 B,1191,97.99,L,Mira Road East,Ready to move,New
3,Apartment,SK Imperial Heights,1350,1.15,Cr,Mira Road East,Ready to move,New
2,Apartment,Techno Vision Vivanta Marvel,1216,97.3,L,Mira Road East,Ready to move,New
3,Apartment,Kalpataru Srishti Namaah,1492,1.5,Cr,Mira Road East,Ready to move,New
1,Apartment,JK IRIS,769,74.25,L,Mira Road East,Ready to move,New
2,Apartment,Unique Ivana,1105,99.25,L,Mira Road East,Ready to move,New
1,Apartment,Hetal Infra Riddhi Siddhi,858,64.25,L,Mira Road East,Ready to move,New
2,Apartment,Nandkumar Janki Legacy,1080,97.2,L,Mira Road East,Ready to move,New
1,Apartment,Strawberry The Address Building No 2,730,72.25,L,Mira Road East,Ready to move,New
1,Apartment,Unique Ivana,740,67.2,L,Mira Road East,Ready to move,New
1,Apartment,Unique Ivana,750,68.2,L,Mira Road East,Ready to move,New
2,Apartment,Techno Vision Vivanta Marvel,1047,98.25,L,Mira Road East,Ready to move,New
3,Apartment,SK Imperial Heights,1350,1.15,Cr,Mira Road East,Ready to move,New
2,Apartment,Techno Vision Vivanta Marvel,1216,97.3,L,Mira Road East,Ready to move,New
3,Apartment,Kalpataru Srishti Namaah,1492,1.5,Cr,Mira Road East,Ready to move,New
1,Apartment,JK IRIS,769,74.25,L,Mira Road East,Ready to move,New
2,Apartment,Unique Ivana,1105,99.25,L,Mira Road East,Ready to move,New
2,Apartment,MICL Aaradhya Highpark Project 2 Of Phase I,1028,1.09,Cr,Mira Road East,Ready to move,New
2,Apartment,JP North Celeste,1216,1.04,Cr,Mira Road East,Ready to move,New
2,Apartment,Strawberry Onyx,1137,88.44,L,Mira Road East,Ready to move,New
2,Apartment,JP JP North Phase 5 Euphoria,1053,1.11,Cr,Mira Road East,Ready to move,New
1,Apartment,SKD Pinnacolo NX,855,69.25,L,Mira Road East,Ready to move,New
1,Apartment,Ramji Hari Minat Naagraj Classic,657,39,L,Ulwe,Under Construction,New
1,Apartment,Lodha Palava Lakeshore Greens,886,39.98,L,Dombivali,Ready to move,New
2,Apartment,Lodha Palava Lakeshore Greens,965,54.5,L,Dombivali,Ready to move,New
2,Apartment,Runwal My City,990,54.1,L,Dombivali,Ready to move,New
2,Apartment,Runwal My City,1137,64.1,L,Dombivali,Ready to move,New
1,Apartment,Runwal My City,801,45,L,Dombivali,Ready to move,New
3,Apartment,Lodha Palava Lakeshore Greens,1549,89.99,L,Dombivali,Ready to move,New
3,Apartment,Lodha Palava Lakeshore Greens,1607,91.98,L,Dombivali,Ready to move,New
3,Apartment,Lodha Palava Lakeshore Greens,1635,92.99,L,Dombivali,Ready to move,New
1,Apartment,Lodha Codename Premier,801,46.1,L,Dombivali,Ready to move,New
1,Apartment,Lodha Codename Premier,801,46.1,L,Dombivali,Ready to move,New
2,Apartment,Lodha Codename Premier,972,58.1,L,Dombivali,Ready to move,New
2,Apartment,Lodha Codename Premier,1180,69.1,L,Dombivali,Ready to move,New
3,Apartment,Lodha Codename Premier,720,38,L,Dombivali,Ready to move,New
2,Apartment,Marathon Nextown,808,55.85,L,Dombivali,Ready to move,New
1,Apartment,Lodha Casa Rio,693,33.8,L,Dombivali,Ready to move,Resale
1,Apartment,KumKum Corner,555,85,L,Airoli,Ready to move,Resale
1,Apartment,Dipti Sky City,720,26,L,Ambernath East,Ready to move,Resale
2,Apartment,Shapoorji Pallonji Sterling Tower,1120,95,L,Kamothe,Ready to move,Resale
2,Apartment,Neelkanth Lakeview,1400,1.99,Cr,Thane West,Under Construction,New
2,Apartment,Kakad Paradise Phase 2,800,95,L,Mira Road East,Under Construction,Resale
1,Apartment,Kalpataru Srishti Namaah,475,84.37,L,Mira Road East,Under Construction,New
2,Apartment,MICL Aaradhya Highpark,1028,1.09,Cr,Bhayandar East,Ready to move,New
1,Apartment,SKD Pinnacolo NX,769,71.2,L,Mira Road East,Ready to move,New
1,Apartment,Salasar Exotica I,747,66.2,L,Mira Road East,Ready to move,New
2,Apartment,Swastik Durvas,955,47,L,Vasai,Ready to move,Resale
1,Apartment,Rassaz Greens ,725,69.15,L,Mira Road East,Ready to move,New
2,Apartment,Raj Heritage,1060,95.15,L,Mira Road East,Ready to move,New
2,Apartment,RNA NG Ocean Pearl,1089,85.15,L,Mira Road East,Ready to move,New
1,Apartment,Rassaz Greens ,725,72.15,L,Mira Road East,Under Construction,New
2,Apartment,S M Imperial Tower,900,47,L,Taloja,Under Construction,New
1,Apartment,Shubham Jijai Angan,1045,50,L,Taloja,Ready to move,New
1,Apartment,Dwisha Developers Dwisha Height,630,38,L,Taloja,Ready to move,Resale
1,Apartment,Payal Heights,640,35,L,Taloja,Ready to move,Resale
1,Apartment,Fortune TSP Tara,630,34,L,Taloja,Ready to move,Resale
1,Studio Apartment,Global Construction Mumbai Global Trikon Residency,425,24,L,Taloje,Ready to move,Resale
1,Apartment,Global Construction Mumbai Global Trikon Residency,645,34,L,Taloje,Ready to move,Resale
1,Apartment,Pinnacle Dreamz,695,38.5,L,Taloja,Ready to move,New
1,Apartment,Pramukh Narayan,670,37,L,Taloja,Ready to move,New
1,Apartment,Payal Heights,630,33,L,Taloja,Ready to move,Resale
1,Apartment,Shreeji S M Royal Avenue,650,37,L,Taloja,Ready to move,New
2,Apartment,City Heights,1065,63,L,Taloja,Ready to move,Resale
1,Apartment,Nexus Heights,670,50,L,Taloja,Ready to move,Resale
1,Apartment,S M Hitech Tulip,635,29,L,Taloja,Under Construction,New
1,Apartment,Muktistar Mannat,646,33.5,L,Taloja,Ready to move,Resale
1,Apartment,Dolphin Sunflower Apartment,600,30,L,Taloja,Ready to move,Resale
1,Apartment,Kalpavruksha Aura,675,43,L,Taloja,Ready to move,Resale
1,Apartment,RD Parvati Avenue,710,38,L,Taloja,Ready to move,Resale
2,Apartment,Khushboo Avenue,870,46,L,Taloja,Ready to move,Resale
1,Apartment,Reputed Builder Silver Park,650,30,L,Taloje,Ready to move,Resale
1,Apartment,RD Parvati Avenue,645,28,L,Taloja,Ready to move,Resale
2,Apartment,Shiv Corner,1000,45,L,Taloja,Ready to move,Resale
1,Apartment,Muktistar Mannat,560,27,L,Taloja,Ready to move,Resale
1,Apartment,S M Imperial Tower,675,33.5,L,Taloja,Under Construction,New
2,Apartment,Ashtavinayak Developer Heights,1080,65,L,Taloja,Ready to move,Resale
2,Apartment,RNA NG Ocean Pearl,990,86.25,L,Mira Road East,Ready to move,New
1,Apartment,Lodha Codename Premier,1116,66,L,Dombivali,Ready to move,New
4,Apartment,Gurukrupa Gangav,1590,3.92,Cr,Ghatkopar East,Under Construction,New
4,Apartment,Spark Jyoti Palace,2896,8.9,Cr,Ghatkopar East,Ready to move,New
1,Apartment,Reputed Builder Tirupati Arcade,650,60,L,Kamothe,Ready to move,Resale
2,Apartment,Reputed Builder BALAJI HIEGHT,1080,85.5,L,Sanpada,Ready to move,Resale
1,Apartment,Hrishikesh Hrishikesh II,400,38,L,Ulwe,Ready to move,New
1,Studio Apartment,RD Parvati Avenue,450,22,L,Taloja,Ready to move,Resale
2,Apartment,Vishesh Balaji Symphony ,1005,78,L,Panvel,Ready to move,Resale
2,Apartment,Vishesh Balaji Symphony ,1055,76,L,Panvel,Ready to move,New
1,Apartment,Vishesh Balaji Symphony ,660,52,L,Panvel,Ready to move,Resale
2,Apartment,JK IRIS,974,95.2,L,Mira Road East,Under Construction,New
2,Apartment,Raj Heritage,1107,1.17,Cr,Mira Road East,Under Construction,New
2,Apartment,Raj Heritage 2,921,96.15,L,Mira Road East,Under Construction,New
3,Apartment,JP Codename Dream Home Tower B,1503,1.32,Cr,Mira Road East,Ready to move,New
2,Apartment,Rassaz Greens ,1160,1.1,Cr,Mira Road East,Under Construction,New
2,Apartment,RNA NG Ocean Pearl,1122,85.15,L,Mira Road East,Under Construction,New
1,Apartment,RNA NG Ocean Pearl,816,62.15,L,Mira Road East,Under Construction,New
3,Apartment,Kalpataru Srishti Namaah,1163,1.91,Cr,Mira Road East,Under Construction,New
2,Apartment,Kalpataru Srishti Namaah,690,1.18,Cr,Mira Road East,Under Construction,New
1,Apartment,Reputed Builder Vora Township CHS LTD,650,51,L,Mira Road East,Ready to move,Resale
3,Apartment,Rassaz Greens ,1450,1.38,Cr,Mira Road East,Ready to move,New
2,Apartment,Unique Ivana,1105,99.2,L,Mira Road East,Ready to move,New
2,Apartment,Raj Akshay,1062,1,Cr,Mira Road East,Ready to move,New
1,Apartment,RNA NG Ocean Pearl,720,62.15,L,Mira Road East,Ready to move,New
1,Apartment,Kalpataru Srishti,710,66.15,L,Mira Road East,Ready to move,New
2,Apartment,GNC Shree Shashwat II,1050,93.15,L,Mira Road East,Ready to move,New
2,Apartment,Techno Vision Vivanta Marvel,1047,97.15,L,Mira Road East,Ready to move,New
2,Apartment,Amar Vinay Heritage,970,90.2,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,715,63.2,L,Mira Road East,Ready to move,New
1,Apartment,GNC Shree Shashwat II,745,71.25,L,Mira Road East,Ready to move,New
2,Apartment,Raj Akshay,1071,1,Cr,Mira Road East,Ready to move,New
2,Apartment,Amar Vinay Heritage,1040,95.2,L,Mira Road East,Ready to move,New
1,Apartment,SKD Pinnacolo And Pinnacolo NX,769,70,L,Mira Road East,Ready to move,New
2,Apartment,JP North Barcelona Wing D,1224,1.1,Cr,Mira Road East,Ready to move,New
2,Apartment,Marathon Marathon Nexzone,825,59,L,Panvel,Ready to move,Resale
1,Apartment,Runwal My City,788,40.1,L,Dombivali,Ready to move,New
1,Apartment,Evershine Millennium Paradise,610,1.1,Cr,Kandivali East,Ready to move,Resale
1,Apartment,Evershine City,500,26,L,Vasai,Ready to move,Resale
1,Apartment,Om Sai Atharva Apartment,590,32,L,Badlapur West,Ready to move,Resale
2,Apartment,Reliable Prestige 1,1025,50,L,Nala Sopara,Ready to move,Resale
1,Apartment,Realtech Heights,650,41,L,Vasai,Ready to move,Resale
2,Apartment,Anchor Park,980,48,L,Nala Sopara,Ready to move,Resale
1,Apartment,Shree Chandresh Vaibhav,500,36.9,L,Nala Sopara,Under Construction,New
2,Apartment,Raj Heritage 2,921,97.15,L,Mira Road East,Ready to move,New
2,Apartment,Marathon Marathon Nexzone,950,65,L,Panvel,Ready to move,Resale
1,Apartment,Amar Vinay Heritage,710,65.25,L,Mira Road East,Ready to move,New
3,Apartment,JP JP North Phase 5 Euphoria,1386,1.31,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Techno Vision Vivanta Marvel,680,55.62,L,Mira Road East,Ready to move,Resale
1,Apartment,Techno Vision Vivanta Marvel,755,61.56,L,Mira Road East,Ready to move,Resale
1,Apartment,Amar Vinay Heritage,690,62.15,L,Mira Road East,Ready to move,Resale
1,Apartment,Unique Elanza,657,58.25,L,Mira Road East,Ready to move,New
1,Apartment,Raj Florenza,725,71.25,L,Mira Road East,Ready to move,New
3,Apartment,Salasar Exotica I,1494,1.31,Cr,Mira Road East,Ready to move,New
1,Apartment,Raj Akshay,756,70.25,L,Mira Road East,Ready to move,New
1,Apartment,Raj Akshay,711,65.2,L,Mira Road East,Ready to move,New
1,Apartment,Raj Akshay,675,62.15,L,Mira Road East,Ready to move,New
1,Apartment,Raj Heritage 2,724,68.15,L,Mira Road East,Ready to move,New
1,Apartment,RNA NG Ocean Pearl,720,60.25,L,Mira Road East,Ready to move,New
1,Apartment,Techno Vision Vivanta Marvel,693,64.25,L,Mira Road East,Ready to move,New
1,Apartment,JP Codename Dream Home Tower B,774,69.76,L,Mira Road East,Ready to move,Resale
2,Apartment,JP Codename Dream Home Tower C,981,91.54,L,Mira Road East,Ready to move,Resale
1,Apartment,Unique Estate,715,68.75,L,Mira Road East,Ready to move,Resale
2,Apartment,Unique Estate,1075,99.74,L,Mira Road East,Ready to move,Resale
2,Apartment,Unique Orbit,1275,99.75,L,Mira Road East,Ready to move,Resale
1,Apartment,Techno Vision Vivanta Marvel,693,64.25,L,Mira Road East,Ready to move,New
1,Apartment,RNA NG N G Hill Crest,725,64.3,L,Mira Road East,Ready to move,New
1,Apartment,Realtech Heights,650,41,L,Vasai,Ready to move,Resale
2,Apartment,Anchor Park,980,48,L,Nala Sopara,Ready to move,Resale
1,Apartment,Shree Chandresh Vaibhav,500,36.9,L,Nala Sopara,Under Construction,New
2,Apartment,Marathon Marathon Nexzone,950,65,L,Panvel,Ready to move,Resale
1,Apartment,Evershine City,500,26,L,Vasai,Ready to move,Resale
1,Apartment,Om Sai Atharva Apartment,590,32,L,Badlapur West,Ready to move,Resale
2,Apartment,Reliable Prestige 1,1025,50,L,Nala Sopara,Ready to move,Resale
1,Apartment,Techno Vision Vivanta Marvel,1010,55.62,L,Mira Road East,Ready to move,Resale
2,Apartment,Techno Vision Vivanta Marvel,1146,93.82,L,Mira Road East,Ready to move,Resale
1,Apartment,Nandkumar Janki Legacy,665,57.45,L,Mira Road East,Ready to move,Resale
2,Apartment,Kakad Paradise Phase 2,1000,84.5,L,Mira Road East,Ready to move,Resale
2,Apartment,Ravi Shubh Atika,1048,81.8,L,Mira Road East,Ready to move,Resale
1,Apartment,Unique Ivana,740,63.5,L,Mira Road East,Ready to move,Resale
2,Apartment,Unique Ivana,1090,91.8,L,Mira Road East,Ready to move,Resale
1,Apartment,Raj Akshay,675,60.7,L,Mira Road East,Ready to move,Resale
1,Apartment,Unique Ivana,740,63.65,L,Mira Road East,Ready to move,Resale
2,Apartment,Unique Ivana,1090,91.55,L,Mira Road East,Ready to move,Resale
3,Apartment,Raj Heritage 2,1217,1.22,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Raj Akshay,675,60.75,L,Mira Road East,Ready to move,Resale
2,Apartment,Yash Jayesh Shah Enviro Affinity,1116,89.52,L,Mira Road East,Ready to move,Resale
1,Apartment,Umiya Oasis,715,60.5,L,Mira Road East,Ready to move,Resale
1,Apartment,A H A H Sapphire,695,59.5,L,Mira Road East,Ready to move,Resale
2,Apartment,A H A H Sapphire,1040,76.45,L,Mira Road East,Ready to move,Resale
1,Apartment,Nandkumar Janki Legacy,695,60.25,L,Mira Road East,Ready to move,Resale
1,Apartment,Nandkumar Janki Legacy,775,66.5,L,Mira Road East,Ready to move,Resale
1,Apartment,RNA NG Ocean Pearl,795,58.35,L,Mira Road East,Ready to move,Resale
1,Apartment,Amar Vinay Heritage,690,62.1,L,Mira Road East,Ready to move,Resale
1,Apartment,SKD Pinnacolo NX,808,65.35,L,Mira Road East,Ready to move,Resale
1,Apartment,Amar Vinay Heritage,690,62.35,L,Mira Road East,Ready to move,Resale
2,Apartment,Amar Vinay Heritage,970,85.35,L,Mira Road East,Ready to move,Resale
2,Apartment,Tanvi Eminence Phase 2,1126,88.5,L,Mira Road East,Ready to move,Resale
1,Apartment,Tanvi Eminence Phase 2,745,63.5,L,Mira Road East,Ready to move,Resale
2,Apartment,RNA NG RNA N G Canary,1051,81.78,L,Mira Road East,Ready to move,Resale
1,Apartment,Techno Vision Vivanta Marvel,687,63.25,L,Mira Road East,Ready to move,New
1,Apartment,RNA NG N G Hill Crest,725,64.3,L,Mira Road East,Ready to move,New
1,Apartment,Raj Heritage,756,80.4,L,Mira Road East,Ready to move,Resale
3,Apartment,Rassaz Greens ,1450,1.34,Cr,Mira Road East,Ready to move,Resale
3,Apartment,Kalpataru Srishti,1375,1.41,Cr,Mira Road East,Ready to move,New
1,Apartment,MICL Aaradhya Highpark,688,73.2,L,Bhayandar East,Ready to move,New
1,Apartment,Shree Ramdev Heights,675,66.15,L,Mira Road East,Ready to move,New
1,Apartment,Salasar Exotica I,747,68.55,L,Mira Road East,Ready to move,New
2,Apartment,Rassaz Greens ,1160,1.11,Cr,Mira Road East,Ready to move,New
1,Apartment,Nandkumar Janki Legacy,720,64.28,L,Mira Road East,Ready to move,New
1,Apartment,Pioneer Heritage Residency 2,629,1.45,Cr,Santacruz West,Ready to move,Resale
1,Apartment,Om Neelkanth,700,48.5,L,Karanjade,Ready to move,New
2,Apartment,Venus Skky City Phase I,900,51.5,L,Dombivali,Ready to move,New
2,Apartment,KT Sai View,1020,95,L,Panvel,Ready to move,Resale
3,Apartment,5P Bhagwati Heritage,1230,1.2,Cr,Sector 21 Kamothe,Ready to move,Resale
2,Apartment,Skytech Neelkanth Green,1020,87,L,Kamothe,Ready to move,Resale
1,Apartment,Reputed Builder Akanksha Complex,565,34,L,Panvel,Ready to move,Resale
1,Apartment,RNA NG RNA N G Canary,701,59.87,L,Mira Road East,Ready to move,Resale
1,Apartment,RNA NG N G Hill Crest,715,61.36,L,Mira Road East,Ready to move,Resale
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,RNA NG N G Diamond Hill D Phase II,1065,82.99,L,Mira Road East,Ready to move,New
2,Apartment,SKD Pinnacolo And Pinnacolo NX,1073,93.54,L,Mira Road East,Ready to move,New
2,Apartment,SKD Pinnacolo And Pinnacolo NX,1073,93.54,L,Mira Road East,Ready to move,New
1,Apartment,SKD Pinnacolo NX,573,64.5,L,Mira Road East,Ready to move,New
2,Apartment,Nandkumar Janki Legacy,1080,88.56,L,Mira Road East,Ready to move,New
2,Apartment,Raj Heritage,1107,98.77,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,715,62,L,Mira Road East,Ready to move,Resale
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
1,Apartment,Reputed Builder Chandra Darshan Heights,685,58,L,Kamothe,Ready to move,Resale
1,Apartment,Strawberry Onyx,805,65.25,L,Mira Road East,Ready to move,New
1,Apartment,Ravi Shubh Atika,682,57.25,L,Mira Road East,Ready to move,New
2,Apartment,Kalpataru Srishti Namaah,1020,1.13,Cr,Mira Road East,Ready to move,New
3,Apartment,Runwal My City,1496,81.42,L,Dombivali,Ready to move,New
3,Apartment,Runwal My City,1436,76.23,L,Dombivali,Ready to move,New
2,Apartment,Reputed Builder Balaji Garden,1180,1.5,Cr,Koper Khairane,Ready to move,Resale
1,Apartment,Adityaraj Breeze,500,86,L,Vikhroli,Ready to move,Resale
3,Apartment,Hiranandani Panvel Township,2000,1.75,Cr,Panvel,Ready to move,Resale
2,Apartment,Hiranandani Panvel Township,1400,1.4,Cr,Panvel,Ready to move,Resale
