bhk,type,locality,area,price,price_unit,region,status,age
1,Apartment,Avant Hillway,400,79.8,L,Goregaon East,Under Construction,Resale
1,Apartment,Fia Orion,530,22.79,L,Palghar,Ready to move,Resale
2,Apartment,SS Balaji Krishna,920,65,L,Dombivali,Under Construction,Resale
1,Apartment,Qualitas QN Heights,550,25,L,Taloja,Ready to move,Resale
1,Apartment,Aditi Seven Heights,650,20,L,Boisar,Under Construction,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
4,Apartment,SD Epsilon,1500,5.6,Cr,Kandivali East,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,650,20,L,Andheri West,Ready to move,Resale
1,Apartment,Crystal Bharat Residency,520,25,L,Nala Sopara,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Lodha Codename Crown Jewel,453,85,L,Thane West,Ready to move,Resale
1,Apartment,Zoeb Aayesha Palace,650,1,Cr,Parel,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,650,20,L,Andheri West,Ready to move,Resale
2,Apartment,HDIL Galaxy Apartments,920,1.1,Cr,Kurla,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,650,20,L,Andheri West,Ready to move,Resale
1,Apartment,Shreeji Bhakti Park,570,55,L,Thane West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Proviso Sai Proviso Icon Greater Kharghar Roadpali,750,45,L,Kalamboli,Ready to move,Resale
2,Apartment,HG Sai Tulip,500,10,L,Taloja,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Proviso SaiProviso County,677,30,L,Panvel,Ready to move,Resale
1,Apartment,Proviso SaiProviso County,650,35,L,Panvel,Under Construction,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
3,Apartment,Kalpataru Kalpataru Elitus,1015,2.45,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1116,2.85,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1116,2.85,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1056,2.45,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1056,2.45,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1015,2.45,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1015,2.45,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1116,2.85,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1056,2.45,Cr,Mulund West,Under Construction,New
3,Apartment,Kalpataru Kalpataru Elitus,1015,2.45,Cr,Mulund West,Under Construction,New
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
3,Apartment,Kalpataru Vivant South Wing B,1076,3.19,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,1076,3.19,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,1076,3.19,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,718,2.12,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,1076,3.19,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,758,2.24,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,718,2.12,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,991,2.94,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,758,2.24,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,991,2.94,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,618,1.82,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,618,1.82,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,1033,3.06,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,1033,3.06,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,913,2.7,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,913,2.7,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,866,2.57,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,866,2.57,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,562,1.7,Cr,Andheri East,Under Construction,New
2,Apartment,Kalpataru Vivant South Wing B,562,1.7,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,948,2.81,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Vivant South Wing B,948,2.81,Cr,Andheri East,Under Construction,New
3,Apartment,Kalpataru Srishti Namaah,894,1.86,Cr,Mira Road East,Under Construction,New
2,Apartment,Kalpataru Srishti Namaah,668,1.35,Cr,Mira Road East,Under Construction,New
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Vrindavan Nagari,555,15.5,L,Boisar,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,DB Ozone,729,51,L,Dahisar,Ready to move,Resale
2,Apartment,Lodha Aqua,1020,1.1,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Aqua,1035,1.15,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1070,89,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1070,93,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1050,83,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1050,80,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Aqua,1021,1.11,Cr,Mira Road East,Ready to move,Resale
2,Apartment,DB Ozone,1045,79,L,Dahisar,Ready to move,Resale
2,Apartment,DB Ozone,1039,80,L,Dahisar,Ready to move,Resale
2,Apartment,Lodha Aqua,1080,1.14,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,750,73,L,Mira Road East,Ready to move,Resale
1,Apartment,Man Opus,650,62,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1050,79,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1050,80,L,Mira Road East,Ready to move,New
2,Apartment,Man Opus,1020,85,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,785,93,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,765,91,L,Mira Road East,Ready to move,Resale
1,Apartment,Lodha Mira Road Project 1,850,1.15,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,850,1.11,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Man Opus,620,60,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,856,1.18,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,750,70,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,768,90,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,856,1.19,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Lodha Mira Road Project 1,756,73,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,850,1.05,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Lodha Mira Road Project 1,675,74,L,Mira Road East,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,650,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
1,Apartment,Lakshadeep Residency,600,33.6,L,Karanjade,Ready to move,Resale
1,Apartment,Reputed Builder Vrindavan Society,520,21.5,L,Thane West,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,650,20,L,Andheri West,Ready to move,Resale
1,Apartment,Shree Karma Heights,685,36.37,L,Vasai,Under Construction,Resale
2,Apartment,Man Opus,870,95,L,Mira Road East,Ready to move,Resale
3,Apartment,Lodha Aqua,1665,1.99,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1050,90,L,Mira Road East,Ready to move,Resale
1,Apartment,Lodha Mira Road Project 1,756,77,L,Mira Road East,Ready to move,Resale
1,Apartment,Lodha Mira Road Project 1,785,76,L,Mira Road East,Ready to move,Resale
2,Apartment,Fia Orion,860,38.7,L,Palghar,Ready to move,Resale
1,Apartment,Adhiraj Gardens,600,30,L,Kharghar,Ready to move,Resale
1,Studio Apartment,Haware Nakshatra,380,14,L,Palghar,Ready to move,Resale
1,Apartment,Braj City,600,18,L,Mahim,Under Construction,Resale
2,Apartment,Alag Olive,581,1.25,Cr,Ghatkopar East,Under Construction,Resale
2,Apartment,Lodha Aqua,810,1.18,Cr,Mira Road East,Ready to move,Resale
3,Apartment,Lodha Aqua,1200,1.85,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,856,79,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,856,80,L,Mira Road East,Ready to move,Resale
1,Apartment,DB Ozone,629,55,L,Dahisar,Ready to move,Resale
1,Apartment,DB Ozone,620,56,L,Dahisar,Ready to move,Resale
2,Apartment,DB Ozone,850,78,L,Dahisar,Ready to move,Resale
2,Apartment,DB Ozone,850,79,L,Dahisar,Ready to move,Resale
2,Apartment,Lodha Aqua,1350,2.15,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,1070,95,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,789,98,L,Mira Road East,Ready to move,Resale
1,Apartment,Man Opus,659,59,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,789,98,L,Mira Road East,Ready to move,Resale
1,Apartment,Man Opus,659,59,L,Mira Road East,Ready to move,Resale
1,Apartment,Man Opus,656,61,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Opus,850,78,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Aqua,825,1.1,Cr,Mira Road East,Ready to move,Resale
1,Studio Apartment,Haware Nakshatra,380,14,L,Palghar,Ready to move,Resale
1,Apartment,Braj City,600,18,L,Mahim,Under Construction,Resale
1,Apartment,Adhiraj Gardens,600,30,L,Kharghar,Ready to move,Resale
1,Apartment,Swastik Sarvoday Symphony,650,45.5,L,Dombivali,Under Construction,Resale
3,Apartment,Arihant Advika,1555,2.56,Cr,Vashi,Under Construction,Resale
2,Apartment,Arihant Clan Aalishan Phase 1,1125,1,Cr,Kharghar,Under Construction,Resale
2,Apartment,Sheth Auris Serenity Tower 2,1233,2.75,Cr,Malad West,Ready to move,Resale
2,Studio Apartment,K Merchant Sai Ekvira Sadan,415,95,L,Girgaon,Ready to move,Resale
2,Apartment,Reputed Builder Nutan Gangotri,430,1.25,Cr,Andheri West,Ready to move,Resale
2,Apartment,Proviso Heights,1070,81,L,Ulwe,Ready to move,Resale
1,Studio Apartment,Munish Glorious,335,17.5,L,Vasai,Under Construction,Resale
1,Apartment,Munish Glorious,535,27.21,L,Vasai,Ready to move,Resale
3,Apartment,Reputed Builder AVANTI APARTMENT,1180,4.75,Cr,Dadar West,Ready to move,Resale
2,Apartment,BREDCO Hill View Park,1090,1.8,Cr,Kandivali East,Ready to move,Resale
2,Apartment,Lodha Mira Road Project 1,850,1.15,Cr,Mira Road East,Ready to move,Resale
1,Independent House,VBHC 47 Rowland Park,701,30.99,L,Palghar,Under Construction,New
1,Independent House,VBHC 47 Rowland Park,701,30.99,L,Palghar,Under Construction,New
3,Apartment,Konark Alpha Residency,1525,3.25,Cr,Borivali West,Ready to move,Resale
2,Apartment,Reputed Builder Bharti Apartment,965,85,L,Bandra West,Ready to move,Resale
3,Apartment,GHP Powai Vihar Complex,1300,2.3,Cr,Powai,Ready to move,Resale
4,Apartment,Gauri Excellency,2500,4.4,Cr,Kandivali West,Under Construction,Resale
1,Apartment,Kohinoor Royal Residency Park,655,50,L,Kalyan West,Ready to move,Resale
2,Apartment,Harsh Vista,950,3.4,Cr,Mahim,Ready to move,Resale
1,Apartment,Krupa Valley Phase 1,560,21,L,Neral,Ready to move,Resale
3,Apartment,Jaishree Mayur Pankh,939,2.58,Cr,Mulund West,Under Construction,Resale
2,Apartment,West Pioneer Metro Grande,941,37,L,Kalyan East,Ready to move,Resale
3,Apartment,Godrej Urban Park,905,2.75,Cr,Powai,Under Construction,New
3,Apartment,Godrej Urban Park,905,2.75,Cr,Powai,Under Construction,New
3,Apartment,Godrej Urban Park,905,2.75,Cr,Powai,Under Construction,New
3,Apartment,Godrej Urban Park,905,2.75,Cr,Powai,Under Construction,New
3,Apartment,Godrej Urban Park,944,2.86,Cr,Powai,Under Construction,New
3,Apartment,Godrej Urban Park,944,2.86,Cr,Powai,Under Construction,New
2,Apartment,Godrej Urban Park,611,1.75,Cr,Powai,Under Construction,New
2,Apartment,Godrej Urban Park,611,1.75,Cr,Powai,Under Construction,New
2,Apartment,Godrej Urban Park,615,1.76,Cr,Powai,Under Construction,New
2,Apartment,Godrej Urban Park,615,1.76,Cr,Powai,Under Construction,New
1,Apartment,Unimont Aurum,575,23.79,L,Karjat,Under Construction,New
2,Apartment,Unimont Aurum,735,32.42,L,Karjat,Under Construction,New
2,Apartment,Unimont Aurum,840,37.06,L,Karjat,Under Construction,New
1,Apartment,Unimont Aurum,540,22.34,L,Karjat,Under Construction,New
1,Apartment,Unimont Aurum,460,19.03,L,Karjat,Under Construction,New
1,Apartment,Unimont Aurum,490,20.27,L,Karjat,Under Construction,New
2,Apartment,Unimont Aurum,795,35.07,L,Karjat,Under Construction,New
1,Apartment,Unimont Aurum,530,21.93,L,Karjat,Under Construction,New
1,Apartment,Unimont Aurum,595,24.62,L,Karjat,Under Construction,New
2,Apartment,Unimont Aurum,755,33.31,L,Karjat,Under Construction,New
1,Apartment,Unimont Aurum,435,18,L,Karjat,Under Construction,New
2,Apartment,Unimont Aurum,680,30,L,Karjat,Under Construction,New
2,Apartment,Unimont Aurum,715,31.54,L,Karjat,Under Construction,New
2,Apartment,Unimont Aurum,780,34.41,L,Karjat,Under Construction,New
2,Apartment,Sunteck City First Impression,645,1.92,Cr,Goregaon West,Under Construction,New
2,Apartment,Sunteck City First Impression,645,1.92,Cr,Goregaon West,Under Construction,New
3,Apartment,Sunteck City First Impression,902,2.59,Cr,Goregaon West,Under Construction,New
3,Apartment,Sunteck City First Impression,902,2.59,Cr,Goregaon West,Under Construction,New
2,Apartment,Sunteck City First Impression,645,1.92,Cr,Goregaon West,Under Construction,New
2,Apartment,Sunteck City First Impression,645,1.92,Cr,Goregaon West,Under Construction,New
1,Apartment,Siddhivinayak Pratima Gold,411,32.5,L,Taloja,Under Construction,New
1,Apartment,Siddhivinayak Pratima Gold,411,32.5,L,Taloja,Under Construction,New
1,Apartment,Siddhivinayak Pratima Gold,411,32.5,L,Taloja,Under Construction,New
1,Apartment,Siddhivinayak Pratima Gold,411,32.5,L,Taloja,Under Construction,New
2,Apartment,Siddhivinayak Pratima Gold,553,44,L,Taloja,Under Construction,New
2,Apartment,Siddhivinayak Pratima Gold,553,44,L,Taloja,Under Construction,New
1,Apartment,Siddhivinayak Pratima Gold,400,32,L,Taloja,Under Construction,New
1,Apartment,Siddhivinayak Pratima Gold,400,32,L,Taloja,Under Construction,New
2,Apartment,Siddhivinayak Pratima Gold,583,45,L,Taloja,Under Construction,New
2,Apartment,Siddhivinayak Pratima Gold,583,45,L,Taloja,Under Construction,New
4,Apartment,Platinum Life,1150,2.8,Cr,Andheri West,Under Construction,Resale
2,Apartment,Platinum Sai Sangam,1227,91,L,Ulwe,Ready to move,Resale
3,Apartment,Krishna Paradise,1152,88,L,Ulwe,Ready to move,Resale
4,Apartment,Lodha Palava Lakeshore Greens,1135,62,L,Dombivali,Ready to move,Resale
1,Studio Apartment,Omkar Nest,400,23,L,Ulwe,Ready to move,Resale
1,Apartment,Swagat Builders Damodar Park Apartment,580,80,L,Ghatkopar West,Ready to move,Resale
1,Apartment,Lak And Hanware The Residency Tower,420,1,Cr,Andheri West,Ready to move,Resale
1,Apartment,B G Shirke Monte Verita North Annexe,380,88,L,Borivali East,Under Construction,New
2,Apartment,B G Shirke Monte Verita North Annexe,764,1.85,Cr,Borivali East,Under Construction,New
1,Apartment,JP Atria,500,77,L,Mira Road East,Ready to move,Resale
1,Apartment,Ace Enclave,550,41.41,L,Thane West,Under Construction,Resale
4,Independent House,Rashmi Dhruvita Park,1490,1.8,Cr,Nala Sopara,Ready to move,Resale
1,Apartment,Reputed Builder Jai Malhar,515,25,L,Airoli,Under Construction,Resale
2,Apartment,Swaraj Homes Rachael Apartment,1100,1,Cr,Bandra West,Under Construction,Resale
1,Apartment,Sarvoday Onyx,685,45,L,Kalyan West,Ready to move,Resale
1,Apartment,Siddhivinayak Anaya,450,41.37,L,Dronagiri,Under Construction,New
2,Apartment,Siddhivinayak Anaya,650,57.99,L,Dronagiri,Under Construction,New
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
3,Apartment,Neelam Sanskar,1980,1.75,Cr,Mulund East,Ready to move,Resale
3,Apartment,Hiranandani Gardens Lake Castle,1750,5.75,Cr,Powai,Ready to move,Resale
1,Apartment,Kalpsutra Vatsalya,650,27.62,L,Taloja,Ready to move,Resale
2,Apartment,Green Earth Developers Green Heights,1000,68.5,L,Kharghar,Ready to move,Resale
1,Apartment,KT Sai View,690,62,L,Panvel,Under Construction,Resale
1,Studio Apartment,Maitri Amber Arcade,400,18,L,Badlapur East,Ready to move,Resale
2,Apartment,Raj Pantheon,1017,1.59,Cr,Goregaon West,Under Construction,Resale
2,Apartment,Regency Regency Heights,1265,1.55,Cr,Thane West,Ready to move,Resale
1,Apartment,Today Shyam Aarohi Complex,700,37,L,Navade,Under Construction,Resale
1,Apartment,Reputed Builder Suraj Complex,625,21.9,L,Kamothe,Ready to move,Resale
3,Apartment,Hiranandani Estate Hill Grange,1350,2.1,Cr,Thane West,Ready to move,Resale
1,Apartment,Shanti Harmony,675,28,L,Kewale,Ready to move,Resale
1,Apartment,Shanti Harmony,700,28.51,L,Kewale,Ready to move,Resale
1,Apartment,Shanti Harmony,700,28.51,L,Kewale,Ready to move,Resale
1,Apartment,Kesar Gardens,770,42,L,Kharghar,Ready to move,Resale
3,Apartment,Nirmal Lifestyle City Kalyan Spirit A,1062,75,L,Ambivali,Ready to move,Resale
3,Apartment,Runwal The Orchard Residency,1360,2.7,Cr,Ghatkopar West,Ready to move,Resale
1,Apartment,Swastik Heights,500,27.6,L,Dombivali,Under Construction,Resale
2,Apartment,Reliance Tilak Nagar Nisarg Co Op Hsg Soc Ltd,1100,1.99,Cr,Chembur,Ready to move,Resale
2,Apartment,Grace Grace Fluidic,650,2.62,Cr,Agripada,Under Construction,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
2,Apartment,Unique Aurum,1090,1.16,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Squarefeet Sarvoday Square,989,37,L,Ambernath West,Ready to move,Resale
1,Studio Apartment,Reputed Builder Kanti Nagar,275,45,L,Andheri East,Ready to move,Resale
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale
